,bead_diameter,fsa,nanoparticle_radius,chainlength,chain_density,coating_pattern,statepoint,status,sasa,signac_id,root
1a37dbbdbeb66c8ab9e9cc040214a9b5,0.6,0.45,2.5,7,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'1a37dbbdbeb66c8ab9e9cc040214a9b5-calc_sasa': 1, '1a37dbbdbeb66c8ab9e9cc040214a9b5-initialize': 1, '1a37dbbdbeb66c8ab9e9cc040214a9b5-log_sasa': 1, '1a37dbbdbeb66c8ab9e9cc040214a9b5-equilibrate': 1}",14.99686302,1a37dbbdbeb66c8ab9e9cc040214a9b5,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1a8f6346a5dda41911bc675f4be283b7,0.6,0.35,2.5,8,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'1a8f6346a5dda41911bc675f4be283b7-initialize': 1, '1a8f6346a5dda41911bc675f4be283b7-calc_sasa': 1, '1a8f6346a5dda41911bc675f4be283b7-equilibrate': 1, '1a8f6346a5dda41911bc675f4be283b7-log_sasa': 1}",5.249503665,1a8f6346a5dda41911bc675f4be283b7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1ae3b47320b5cc6c3313a588d74a4689,0.6,0.25,2.5,8,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'1ae3b47320b5cc6c3313a588d74a4689-log_sasa': 1, '1ae3b47320b5cc6c3313a588d74a4689-initialize': 1, '1ae3b47320b5cc6c3313a588d74a4689-equilibrate': 1, '1ae3b47320b5cc6c3313a588d74a4689-calc_sasa': 1}",2.923368893,1ae3b47320b5cc6c3313a588d74a4689,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1b418cef39da5df1dd61089682575591,0.6,0.3,2.5,11,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'1b418cef39da5df1dd61089682575591-initialize': 1, '1b418cef39da5df1dd61089682575591-equilibrate': 1, '1b418cef39da5df1dd61089682575591-log_sasa': 1}",4.337948413,1b418cef39da5df1dd61089682575591,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1bc170b6d5baafa6ef0f470189a3e545,0.6,0.6,2.5,6,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'1bc170b6d5baafa6ef0f470189a3e545-log_sasa': 1, '1bc170b6d5baafa6ef0f470189a3e545-initialize': 1, '1bc170b6d5baafa6ef0f470189a3e545-calc_sasa': 1, '1bc170b6d5baafa6ef0f470189a3e545-equilibrate': 1}",17.63646343,1bc170b6d5baafa6ef0f470189a3e545,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1d57e663a415de7a7f7cc5118a2402af,0.6,0.5,2.5,8,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'1d57e663a415de7a7f7cc5118a2402af-equilibrate': 1, '1d57e663a415de7a7f7cc5118a2402af-initialize': 1, '1d57e663a415de7a7f7cc5118a2402af-log_sasa': 1, '1d57e663a415de7a7f7cc5118a2402af-calc_sasa': 1}",14.53984144,1d57e663a415de7a7f7cc5118a2402af,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1db938051500d4e4bedcbb7b04e9820e,0.6,0.4,2.5,10,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'1db938051500d4e4bedcbb7b04e9820e-log_sasa': 1, '1db938051500d4e4bedcbb7b04e9820e-calc_sasa': 1, '1db938051500d4e4bedcbb7b04e9820e-equilibrate': 1, '1db938051500d4e4bedcbb7b04e9820e-initialize': 1}",6.371226301,1db938051500d4e4bedcbb7b04e9820e,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1e31a38d4ee4631ed75ac1d755a7c605,0.6,0.3,2.5,9,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'1e31a38d4ee4631ed75ac1d755a7c605-log_sasa': 1, '1e31a38d4ee4631ed75ac1d755a7c605-equilibrate': 1, '1e31a38d4ee4631ed75ac1d755a7c605-initialize': 1, '1e31a38d4ee4631ed75ac1d755a7c605-calc_sasa': 1}",2.390890563,1e31a38d4ee4631ed75ac1d755a7c605,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1e6f33476eb7ff106f212e885201c7d4,0.6,0.25,2.5,5,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'1e6f33476eb7ff106f212e885201c7d4-equilibrate': 1, '1e6f33476eb7ff106f212e885201c7d4-calc_sasa': 1, '1e6f33476eb7ff106f212e885201c7d4-initialize': 1, '1e6f33476eb7ff106f212e885201c7d4-log_sasa': 1}",7.81226922,1e6f33476eb7ff106f212e885201c7d4,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1e818e013002689803aa0f3d5d96793d,0.6,0.35,2.5,10,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'1e818e013002689803aa0f3d5d96793d-initialize': 1, '1e818e013002689803aa0f3d5d96793d-calc_sasa': 1, '1e818e013002689803aa0f3d5d96793d-log_sasa': 1, '1e818e013002689803aa0f3d5d96793d-equilibrate': 1}",2.019359436,1e818e013002689803aa0f3d5d96793d,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
1ec56746805d7730ced1291e226060da,0.6,0.55,2.5,7,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'1ec56746805d7730ced1291e226060da-calc_sasa': 1, '1ec56746805d7730ced1291e226060da-initialize': 1, '1ec56746805d7730ced1291e226060da-equilibrate': 1, '1ec56746805d7730ced1291e226060da-log_sasa': 1}",8.609381447,1ec56746805d7730ced1291e226060da,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2002faffad4d24a3ba9195e72ee3bbf6,0.6,0.2,2.5,7,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'2002faffad4d24a3ba9195e72ee3bbf6-calc_sasa': 1, '2002faffad4d24a3ba9195e72ee3bbf6-initialize': 1, '2002faffad4d24a3ba9195e72ee3bbf6-equilibrate': 1, '2002faffad4d24a3ba9195e72ee3bbf6-log_sasa': 1}",8.515984116,2002faffad4d24a3ba9195e72ee3bbf6,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
20a496614a2d032db3776ed95c3c4769,0.6,0.3,2.5,8,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'20a496614a2d032db3776ed95c3c4769-calc_sasa': 1, '20a496614a2d032db3776ed95c3c4769-initialize': 1, '20a496614a2d032db3776ed95c3c4769-log_sasa': 1, '20a496614a2d032db3776ed95c3c4769-equilibrate': 1}",1.659911681,20a496614a2d032db3776ed95c3c4769,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
215315fc91022c4cda07ef5b2343b5f5,0.6,0.2,2.5,5,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'215315fc91022c4cda07ef5b2343b5f5-initialize': 1, '215315fc91022c4cda07ef5b2343b5f5-calc_sasa': 1, '215315fc91022c4cda07ef5b2343b5f5-log_sasa': 1, '215315fc91022c4cda07ef5b2343b5f5-equilibrate': 1}",2.647231946,215315fc91022c4cda07ef5b2343b5f5,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
22471a404c7424dfb0d2c84cbb2734a2,0.6,0.45,2.5,11,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'22471a404c7424dfb0d2c84cbb2734a2-initialize': 1, '22471a404c7424dfb0d2c84cbb2734a2-equilibrate': 1, '22471a404c7424dfb0d2c84cbb2734a2-calc_sasa': 1, '22471a404c7424dfb0d2c84cbb2734a2-log_sasa': 1}",3.612371583,22471a404c7424dfb0d2c84cbb2734a2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2266d301d6ce9450ccf46fa24c22d157,0.6,0.5,2.5,5,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'2266d301d6ce9450ccf46fa24c22d157-initialize': 1, '2266d301d6ce9450ccf46fa24c22d157-equilibrate': 1, '2266d301d6ce9450ccf46fa24c22d157-calc_sasa': 1, '2266d301d6ce9450ccf46fa24c22d157-log_sasa': 1}",15.03927347,2266d301d6ce9450ccf46fa24c22d157,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
22e3d89dfcb14e18e714fe2c58a551d6,0.6,0.65,2.5,7,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'22e3d89dfcb14e18e714fe2c58a551d6-initialize': 1, '22e3d89dfcb14e18e714fe2c58a551d6-equilibrate': 1, '22e3d89dfcb14e18e714fe2c58a551d6-calc_sasa': 1, '22e3d89dfcb14e18e714fe2c58a551d6-log_sasa': 1}",16.08159754,22e3d89dfcb14e18e714fe2c58a551d6,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
236972d5d2290031a110c5e3024689d7,0.6,0.25,2.5,6,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'236972d5d2290031a110c5e3024689d7-calc_sasa': 1, '236972d5d2290031a110c5e3024689d7-initialize': 1, '236972d5d2290031a110c5e3024689d7-log_sasa': 1, '236972d5d2290031a110c5e3024689d7-equilibrate': 1}",11.00486814,236972d5d2290031a110c5e3024689d7,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
23b3e39fdd4cf7a969da16112c50aa0a,0.6,0.6,2.5,7,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'23b3e39fdd4cf7a969da16112c50aa0a-equilibrate': 1, '23b3e39fdd4cf7a969da16112c50aa0a-calc_sasa': 1, '23b3e39fdd4cf7a969da16112c50aa0a-initialize': 1, '23b3e39fdd4cf7a969da16112c50aa0a-log_sasa': 1}",10.82527081,23b3e39fdd4cf7a969da16112c50aa0a,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
244b06b76fa8354361e4ff85d15ff607,0.6,0.55,2.5,11,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'244b06b76fa8354361e4ff85d15ff607-equilibrate': 1, '244b06b76fa8354361e4ff85d15ff607-calc_sasa': 1, '244b06b76fa8354361e4ff85d15ff607-initialize': 1, '244b06b76fa8354361e4ff85d15ff607-log_sasa': 1}",8.203348494,244b06b76fa8354361e4ff85d15ff607,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2654aea053891de2389f85056c313b56,0.6,0.3,2.5,5,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'2654aea053891de2389f85056c313b56-initialize': 1, '2654aea053891de2389f85056c313b56-log_sasa': 1, '2654aea053891de2389f85056c313b56-equilibrate': 1, '2654aea053891de2389f85056c313b56-calc_sasa': 1}",10.74162083,2654aea053891de2389f85056c313b56,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
266c6c3c08824055317d8e1b7839051a,0.6,0.55,2.5,10,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'266c6c3c08824055317d8e1b7839051a-log_sasa': 1, '266c6c3c08824055317d8e1b7839051a-calc_sasa': 1, '266c6c3c08824055317d8e1b7839051a-initialize': 1, '266c6c3c08824055317d8e1b7839051a-equilibrate': 1}",8.37475769,266c6c3c08824055317d8e1b7839051a,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
26ef290022006c5f2567743a2f6fcc23,0.6,0.45,2.5,9,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'26ef290022006c5f2567743a2f6fcc23-equilibrate': 1, '26ef290022006c5f2567743a2f6fcc23-log_sasa': 1, '26ef290022006c5f2567743a2f6fcc23-initialize': 1, '26ef290022006c5f2567743a2f6fcc23-calc_sasa': 1}",11.42159473,26ef290022006c5f2567743a2f6fcc23,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2722230e29bcdbd6ce21516aeaf09059,0.6,0.5,2.5,10,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5000000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'2722230e29bcdbd6ce21516aeaf09059-log_sasa': 1, '2722230e29bcdbd6ce21516aeaf09059-calc_sasa': 1, '2722230e29bcdbd6ce21516aeaf09059-equilibrate': 1, '2722230e29bcdbd6ce21516aeaf09059-initialize': 1}",4.138349185,2722230e29bcdbd6ce21516aeaf09059,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
272d1ba71f48cd6cec7946d38fa191b2,0.6,0.45,2.5,5,4,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 4.0, 'coating_pattern': 'bipolar'}","{'272d1ba71f48cd6cec7946d38fa191b2-equilibrate': 1, '272d1ba71f48cd6cec7946d38fa191b2-initialize': 1, '272d1ba71f48cd6cec7946d38fa191b2-log_sasa': 1, '272d1ba71f48cd6cec7946d38fa191b2-calc_sasa': 1}",12.28928444,272d1ba71f48cd6cec7946d38fa191b2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2771f9a20f56283675aaf4fe7c806190,0.6,0.25,2.5,8,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 24, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'2771f9a20f56283675aaf4fe7c806190-log_sasa': 1, '2771f9a20f56283675aaf4fe7c806190-initialize': 1, '2771f9a20f56283675aaf4fe7c806190-equilibrate': 1, '2771f9a20f56283675aaf4fe7c806190-calc_sasa': 1}",1.702387767,2771f9a20f56283675aaf4fe7c806190,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
279586f58a20acb7f41b17d42976fa88,0.6,0.4,2.5,11,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'279586f58a20acb7f41b17d42976fa88-equilibrate': 1, '279586f58a20acb7f41b17d42976fa88-calc_sasa': 1, '279586f58a20acb7f41b17d42976fa88-log_sasa': 1, '279586f58a20acb7f41b17d42976fa88-initialize': 1}",5.132073379,279586f58a20acb7f41b17d42976fa88,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2885863fe65e31095159533d2cc6d854,0.6,0.45,2.5,7,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'2885863fe65e31095159533d2cc6d854-equilibrate': 1, '2885863fe65e31095159533d2cc6d854-calc_sasa': 1, '2885863fe65e31095159533d2cc6d854-log_sasa': 1, '2885863fe65e31095159533d2cc6d854-initialize': 1}",10.27752949,2885863fe65e31095159533d2cc6d854,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
28d88a654d2a0d74c9fb271e3374ecdc,0.6,0.35,2.5,9,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.3500000000000001, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'28d88a654d2a0d74c9fb271e3374ecdc-initialize': 1, '28d88a654d2a0d74c9fb271e3374ecdc-calc_sasa': 1, '28d88a654d2a0d74c9fb271e3374ecdc-log_sasa': 1, '28d88a654d2a0d74c9fb271e3374ecdc-equilibrate': 1}",2.4598702,28d88a654d2a0d74c9fb271e3374ecdc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
291fb43d7bed682542bf0481fd103485,0.6,0.15,2.5,7,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'291fb43d7bed682542bf0481fd103485-initialize': 1, '291fb43d7bed682542bf0481fd103485-equilibrate': 1, '291fb43d7bed682542bf0481fd103485-log_sasa': 1, '291fb43d7bed682542bf0481fd103485-calc_sasa': 1}",7.421382504,291fb43d7bed682542bf0481fd103485,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
296104643a5d29c2a27fca3e04907454,0.6,0.55,2.5,5,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.5500000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'296104643a5d29c2a27fca3e04907454-calc_sasa': 1, '296104643a5d29c2a27fca3e04907454-equilibrate': 1, '296104643a5d29c2a27fca3e04907454-log_sasa': 1, '296104643a5d29c2a27fca3e04907454-initialize': 1}",13.41885998,296104643a5d29c2a27fca3e04907454,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
29777bc312b4d43c5bb450908f30b7e2,0.6,0.3,2.5,5,5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 5.0, 'coating_pattern': 'bipolar'}","{'29777bc312b4d43c5bb450908f30b7e2-log_sasa': 1, '29777bc312b4d43c5bb450908f30b7e2-calc_sasa': 1, '29777bc312b4d43c5bb450908f30b7e2-initialize': 1, '29777bc312b4d43c5bb450908f30b7e2-equilibrate': 1}",4.90655777,29777bc312b4d43c5bb450908f30b7e2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
29cf0aaaa42e507877ff7ec6a7071fb9,0.6,0.25,2.5,7,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.25, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'29cf0aaaa42e507877ff7ec6a7071fb9-calc_sasa': 1, '29cf0aaaa42e507877ff7ec6a7071fb9-initialize': 1, '29cf0aaaa42e507877ff7ec6a7071fb9-equilibrate': 1, '29cf0aaaa42e507877ff7ec6a7071fb9-log_sasa': 1}",2.339001386,29cf0aaaa42e507877ff7ec6a7071fb9,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2d07c599a129f28325461733f112bcbc,0.6,0.45,2.5,5,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.45000000000000007, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'2d07c599a129f28325461733f112bcbc-log_sasa': 1, '2d07c599a129f28325461733f112bcbc-equilibrate': 1, '2d07c599a129f28325461733f112bcbc-calc_sasa': 1, '2d07c599a129f28325461733f112bcbc-initialize': 1}",15.11960497,2d07c599a129f28325461733f112bcbc,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2d0b8081dbf86a61bee64fafce239140,0.6,0.2,2.5,7,3.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.2, 'nanoparticle_radius': 2.5, 'chainlength': 21, 'chain_density': 3.5, 'coating_pattern': 'bipolar'}","{'2d0b8081dbf86a61bee64fafce239140-log_sasa': 1, '2d0b8081dbf86a61bee64fafce239140-calc_sasa': 1, '2d0b8081dbf86a61bee64fafce239140-initialize': 1, '2d0b8081dbf86a61bee64fafce239140-equilibrate': 1}",3.127702365,2d0b8081dbf86a61bee64fafce239140,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2dc123d18b030f77e225738f4d735bd1,0.6,0.4,2.5,9,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'2dc123d18b030f77e225738f4d735bd1-calc_sasa': 1, '2dc123d18b030f77e225738f4d735bd1-log_sasa': 1, '2dc123d18b030f77e225738f4d735bd1-initialize': 1, '2dc123d18b030f77e225738f4d735bd1-equilibrate': 1}",7.073081703,2dc123d18b030f77e225738f4d735bd1,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2de703b3b81fef1adca693676fb8bcc4,0.6,0.4,2.5,9,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'2de703b3b81fef1adca693676fb8bcc4-log_sasa': 1, '2de703b3b81fef1adca693676fb8bcc4-initialize': 1, '2de703b3b81fef1adca693676fb8bcc4-calc_sasa': 1, '2de703b3b81fef1adca693676fb8bcc4-equilibrate': 1}",3.679596248,2de703b3b81fef1adca693676fb8bcc4,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2de955798ef7e3842d6542afc75c5ec2,0.6,0.6,2.5,10,2.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.6000000000000002, 'nanoparticle_radius': 2.5, 'chainlength': 30, 'chain_density': 2.5, 'coating_pattern': 'bipolar'}","{'2de955798ef7e3842d6542afc75c5ec2-calc_sasa': 1, '2de955798ef7e3842d6542afc75c5ec2-log_sasa': 1, '2de955798ef7e3842d6542afc75c5ec2-equilibrate': 1, '2de955798ef7e3842d6542afc75c5ec2-initialize': 1}",10.67138269,2de955798ef7e3842d6542afc75c5ec2,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2f657de8c3b72d5d83029be95b132e30,0.6,0.4,2.5,11,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 33, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'2f657de8c3b72d5d83029be95b132e30-equilibrate': 1, '2f657de8c3b72d5d83029be95b132e30-calc_sasa': 1, '2f657de8c3b72d5d83029be95b132e30-initialize': 1, '2f657de8c3b72d5d83029be95b132e30-log_sasa': 1}",4.4237467,2f657de8c3b72d5d83029be95b132e30,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2f7e5ce55edde917a2a2279a05d98f31,0.6,0.15,2.5,6,3,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.15, 'nanoparticle_radius': 2.5, 'chainlength': 18, 'chain_density': 3.0, 'coating_pattern': 'bipolar'}","{'2f7e5ce55edde917a2a2279a05d98f31-equilibrate': 1, '2f7e5ce55edde917a2a2279a05d98f31-initialize': 1, '2f7e5ce55edde917a2a2279a05d98f31-calc_sasa': 1, '2f7e5ce55edde917a2a2279a05d98f31-log_sasa': 1}",3.964678903,2f7e5ce55edde917a2a2279a05d98f31,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2f8df7051d6a5806acdebf835416d711,0.6,0.3,2.5,9,2,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.30000000000000004, 'nanoparticle_radius': 2.5, 'chainlength': 27, 'chain_density': 2.0, 'coating_pattern': 'bipolar'}","{'2f8df7051d6a5806acdebf835416d711-equilibrate': 1, '2f8df7051d6a5806acdebf835416d711-calc_sasa': 1, '2f8df7051d6a5806acdebf835416d711-log_sasa': 1, '2f8df7051d6a5806acdebf835416d711-initialize': 1}",7.930431738,2f8df7051d6a5806acdebf835416d711,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
2fa669c26fcbfa34dfc4330d9ba2336e,0.6,0.4,2.5,5,4.5,bipolar,"{'bead_diameter': 0.6, 'fsa': 0.40000000000000013, 'nanoparticle_radius': 2.5, 'chainlength': 15, 'chain_density': 4.5, 'coating_pattern': 'bipolar'}","{'2fa669c26fcbfa34dfc4330d9ba2336e-log_sasa': 1, '2fa669c26fcbfa34dfc4330d9ba2336e-equilibrate': 1, '2fa669c26fcbfa34dfc4330d9ba2336e-calc_sasa': 1, '2fa669c26fcbfa34dfc4330d9ba2336e-initialize': 1}",10.1127367,2fa669c26fcbfa34dfc4330d9ba2336e,/Volumes/Backup_8TB_drive_2/tethered-nanoparticles/tnp-screening-single/workspace
